title,home_type,home_status,year_built,address,city,state,postal_code,bedrooms,bathrooms,square_footage,price,offer,monthly_p_i,total_expense,rent_zestimate,days_on_zillow,price_reduction,url
House for sale,SINGLE_FAMILY,FOR_SALE,1954,"3523 Schwartze Ave, Cincinnati, OH 45211",Cincinnati,OH,45211,3,1.0,1954,125000.0,102800.0,392.6263389907892,999.9596723241225,1100,51,,https://www.zillow.com/homedetails/3523-Schwartze-Ave-Cincinnati-OH-45211/34258245_zpid/
Condo for sale,CONDO,FOR_SALE,2006,"903 Adams Xing UNIT 110, Cincinnati, OH 45202",Cincinnati,OH,45202,2,2.0,1469,350000.0,139400.0,532.413537503074,1894.7968708364076,1995,51,,https://www.zillow.com/homedetails/903-Adams-Xing-UNIT-110-Cincinnati-OH-45202/82326761_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1899,"1826 Chase Ave, Cincinnati, OH 45223",Cincinnati,OH,45223,4,3.0,2064,309000.0,106200.0,405.61203502744956,1394.6620350274497,1495,51,"$10,900 (Oct 25)",https://www.zillow.com/homedetails/1826-Chase-Ave-Cincinnati-OH-45223/34249043_zpid/
Condo for sale,CONDO,FOR_SALE,1880,"1824 Elm St APT 1, Cincinnati, OH 45202",Cincinnati,OH,45202,2,2.0,,365000.0,12000.0,45.831868364683565,1324.915201698017,1425,51,"$5,000 (Nov 5)",https://www.zillow.com/homedetails/1824-Elm-St-APT-1-Cincinnati-OH-45202/2085001022_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1913,"2151 Luray Ave, Cincinnati, OH 45206",Cincinnati,OH,45206,4,3.0,2352,442000.0,197700.0,755.0800313081618,2099.7466979748283,2200,51,,https://www.zillow.com/homedetails/2151-Luray-Ave-Cincinnati-OH-45206/34220897_zpid/
Apartment for sale,MULTI_FAMILY,FOR_SALE,1910,"839 Elberon Ave, Cincinnati, OH 45205",Cincinnati,OH,45205,4,2.0,2847,140000.0,138500.0,528.9761473757228,1149.8094807090563,1250,51,,https://www.zillow.com/homedetails/839-Elberon-Ave-Cincinnati-OH-45205/34241312_zpid/
Condo for sale,CONDO,FOR_SALE,1897,"1716 Highland Ave UNIT 1, Cincinnati, OH 45202",Cincinnati,OH,45202,2,1.0,1069,255000.0,75900.0,289.88656740662356,1399.8865674066235,1500,52,"$10,000 (Nov 1)",https://www.zillow.com/homedetails/1716-Highland-Ave-UNIT-1-Cincinnati-OH-45202/34222055_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,1945,"3270 Pickbury Dr, Cincinnati, OH 45211",Cincinnati,OH,45211,3,3.0,1609,119900.0,119900.0,457.9367514104633,1075.7700847437966,1200,52,"$2,000 (Nov 21)",https://www.zillow.com/homedetails/3270-Pickbury-Dr-Cincinnati-OH-45211/34257391_zpid/
House for sale,SINGLE_FAMILY,FOR_SALE,2017,"949 Monastery St, Cincinnati, OH 45202",Cincinnati,OH,45202,3,3.0,2424,880000.0,0,3361.003680076795,0,,52,,https://www.zillow.com/homedetails/949-Monastery-St-Cincinnati-OH-45202/110059976_zpid/
Condo for sale,CONDO,FOR_SALE,1868,"1328 Republic St # 202, Cincinnati, OH 45202",Cincinnati,OH,45202,2,2.0,812,275000.0,56500.0,215.79171355038514,1349.6250468837184,1450,52,"$15,000 (Nov 15)",https://www.zillow.com/homedetails/1328-Republic-St-202-Cincinnati-OH-45202/2099025830_zpid/
